series,episode,baker,technical,result,signature_bake,show_stopper,last_name,baker_age,baker_occupation,hometown
8,5,Sophie,1,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,5,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,5,Flo,NA,NA,NA,NA,Atkins,71,Retired,Merseyside
8,5,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,5,Tom,NA,NA,NA,NA,Hetherington,29,Architect,Edinburgh
8,6,Kate,5,IN,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,Lyon,29,Health and safety inspector,Merseyside
8,6,Sophie,2,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,6,Stacey,6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,6,Steven,3,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,6,Yan,1,IN,'πr2' Decorative Pies,Chequerboard Pie,Tsou,46,Laboratory research scientist,North London
8,6,Julia,7,OUT,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,6,Liam,4,STAR BAKER,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,Charles,19,Student,North London
8,6,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,6,Flo,NA,NA,NA,NA,Atkins,71,Retired,Merseyside
8,6,James,NA,NA,NA,NA,Hillery,46,Banker,"Brentwood, Essex"
8,6,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,6,Tom,NA,NA,NA,NA,Hetherington,29,Architect,Edinburgh
8,7,Kate,6,IN,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,Lyon,29,Health and safety inspector,Merseyside
8,7,Liam,2,IN,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,Charles,19,Student,North London
8,7,Sophie,3,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,7,Stacey,4,IN,My All Time Favourite Desserts,Pastry Surprise,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,7,Yan,5,OUT,Cannoli Cocktails,Canadian-Style Sfogliatelle,Tsou,46,Laboratory research scientist,North London
8,7,Steven,1,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,7,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,7,Flo,NA,NA,NA,NA,Atkins,71,Retired,Merseyside
8,7,James,NA,NA,NA,NA,Hillery,46,Banker,"Brentwood, Essex"
8,7,Julia,NA,NA,NA,NA,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,7,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,7,Tom,NA,NA,NA,NA,Hetherington,29,Architect,Edinburgh
8,8,Kate,2,IN,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,Lyon,29,Health and safety inspector,Merseyside
8,8,Sophie,4,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,8,Steven,1,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,8,Liam,5,OUT,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,Charles,19,Student,North London
8,8,Stacey,3,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,8,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,8,Flo,NA,NA,NA,NA,Atkins,71,Retired,Merseyside
8,8,James,NA,NA,NA,NA,Hillery,46,Banker,"Brentwood, Essex"
8,8,Julia,NA,NA,NA,NA,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,8,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,8,Tom,NA,NA,NA,NA,Hetherington,29,Architect,Edinburgh
8,8,Yan,NA,NA,NA,NA,Tsou,46,Laboratory research scientist,North London
8,9,Kate,4,IN,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,Lyon,29,Health and safety inspector,Merseyside
8,9,Steven,3,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,9,Stacey,2,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,9,Sophie,1,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,9,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,9,Flo,NA,NA,NA,NA,Atkins,71,Retired,Merseyside
8,9,James,NA,NA,NA,NA,Hillery,46,Banker,"Brentwood, Essex"
8,9,Julia,NA,NA,NA,NA,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,9,Liam,NA,NA,NA,NA,Charles,19,Student,North London
8,9,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,9,Tom,NA,NA,NA,NA,Hetherington,29,Architect,Edinburgh
8,9,Yan,NA,NA,NA,NA,Tsou,46,Laboratory research scientist,North London
8,10,Kate,3,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",Lyon,29,Health and safety inspector,Merseyside
8,10,Steven,1,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,10,Sophie,2,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,10,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,10,Flo,NA,NA,NA,NA,Atkins,71,Retired,Merseyside
8,10,James,NA,NA,NA,NA,Hillery,46,Banker,"Brentwood, Essex"
8,10,Julia,NA,NA,NA,NA,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,10,Liam,NA,NA,NA,NA,Charles,19,Student,North London
8,10,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,10,Stacey,NA,NA,NA,NA,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,10,Tom,NA,NA,NA,NA,Hetherington,29,Architect,Edinburgh
8,10,Yan,NA,NA,NA,NA,Tsou,46,Laboratory research scientist,North London
9,1,Antony,12,IN,NA,NA,Amourdoux,30,Banker,London
9,1,Briony,2,IN,NA,NA,Williams,33,Full-time parent,Bristol
9,1,Dan,4,IN,NA,NA,Beasley-Harling,36,Full-time parent,London
9,1,Jon,5,IN,NA,NA,Jenkins,47,Blood courier,Newport
9,1,Karen,6,IN,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,1,Kim-Joy,10,IN,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,1,Luke,8,IN,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,1,Rahul,7,IN,NA,NA,Mandal,30,Research scientist,Rotherham
9,1,Ruby,1,IN,NA,NA,Bhogal,29,Project manager,London
9,1,Terry,9,IN,NA,NA,Hartill,56,Retired air steward,West Midlands
9,1,Imelda,11,OUT,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,1,Manon,3,STAR BAKER,NA,NA,Lagrave,26,Software project manager,London
9,2,Antony,9,IN,NA,NA,Amourdoux,30,Banker,London
9,2,Briony,5,IN,NA,NA,Williams,33,Full-time parent,Bristol
9,2,Dan,3,IN,NA,NA,Beasley-Harling,36,Full-time parent,London
9,2,Jon,1,IN,NA,NA,Jenkins,47,Blood courier,Newport
9,2,Karen,11,IN,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,2,Kim-Joy,4,IN,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,2,Manon,6,IN,NA,NA,Lagrave,26,Software project manager,London
9,2,Ruby,10,IN,NA,NA,Bhogal,29,Project manager,London
9,2,Terry,8,IN,NA,NA,Hartill,56,Retired air steward,West Midlands
9,2,Luke,7,OUT,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,2,Rahul,2,STAR BAKER,NA,NA,Mandal,30,Research scientist,Rotherham
9,2,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,3,Briony,9,IN,NA,NA,Williams,33,Full-time parent,Bristol
9,3,Dan,6,IN,NA,NA,Beasley-Harling,36,Full-time parent,London
9,3,Jon,2,IN,NA,NA,Jenkins,47,Blood courier,Newport
9,3,Karen,5,IN,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,3,Kim-Joy,10,IN,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,3,Manon,3,IN,NA,NA,Lagrave,26,Software project manager,London
9,3,Ruby,7,IN,NA,NA,Bhogal,29,Project manager,London
9,3,Terry,1,IN,NA,NA,Hartill,56,Retired air steward,West Midlands
9,3,Antony,8,OUT,NA,NA,Amourdoux,30,Banker,London
9,3,Rahul,4,STAR BAKER,NA,NA,Mandal,30,Research scientist,Rotherham
9,3,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,3,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,4,Terry,NA,[a],NA,NA,Hartill,56,Retired air steward,West Midlands
9,4,Briony,5,IN,NA,NA,Williams,33,Full-time parent,Bristol
9,4,Jon,3,IN,NA,NA,Jenkins,47,Blood courier,Newport
9,4,Karen,7,IN,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,4,Kim-Joy,6,IN,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,4,Manon,8,IN,NA,NA,Lagrave,26,Software project manager,London
9,4,Rahul,4,IN,NA,NA,Mandal,30,Research scientist,Rotherham
9,4,Ruby,2,IN,NA,NA,Bhogal,29,Project manager,London
9,4,Dan,1,STAR BAKER,NA,NA,Beasley-Harling,36,Full-time parent,London
9,4,Antony,NA,NA,NA,NA,Amourdoux,30,Banker,London
9,4,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,4,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,5,Briony,6,IN,NA,NA,Williams,33,Full-time parent,Bristol
9,5,Dan,2,IN,NA,NA,Beasley-Harling,36,Full-time parent,London
9,5,Jon,7,IN,NA,NA,Jenkins,47,Blood courier,Newport
9,5,Manon,5,IN,NA,NA,Lagrave,26,Software project manager,London
9,5,Rahul,3,IN,NA,NA,Mandal,30,Research scientist,Rotherham
9,5,Ruby,1,IN,NA,NA,Bhogal,29,Project manager,London
9,5,Karen,9,OUT,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,5,Terry,8,OUT,NA,NA,Hartill,56,Retired air steward,West Midlands
9,5,Kim-Joy,4,STAR BAKER,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,5,Antony,NA,NA,NA,NA,Amourdoux,30,Banker,London
9,5,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,5,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,6,Jon,2,IN,NA,NA,Jenkins,47,Blood courier,Newport
9,6,Kim-Joy,5,IN,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,6,Manon,4,IN,NA,NA,Lagrave,26,Software project manager,London
9,6,Rahul,3,IN,NA,NA,Mandal,30,Research scientist,Rotherham
9,6,Ruby,7,IN,NA,NA,Bhogal,29,Project manager,London
9,6,Dan,6,OUT,NA,NA,Beasley-Harling,36,Full-time parent,London
9,6,Briony,1,STAR BAKER,NA,NA,Williams,33,Full-time parent,Bristol
9,6,Antony,NA,NA,NA,NA,Amourdoux,30,Banker,London
9,6,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,6,Karen,NA,NA,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,6,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,6,Terry,NA,NA,NA,NA,Hartill,56,Retired air steward,West Midlands
9,7,Briony,5,IN,NA,NA,Williams,33,Full-time parent,Bristol
9,7,Manon,2,IN,NA,NA,Lagrave,26,Software project manager,London
9,7,Rahul,1,IN,NA,NA,Mandal,30,Research scientist,Rotherham
9,7,Ruby,3,IN,NA,NA,Bhogal,29,Project manager,London
9,7,Jon,4,OUT,NA,NA,Jenkins,47,Blood courier,Newport
9,7,Kim-Joy,6,STAR BAKER,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,7,Antony,NA,NA,NA,NA,Amourdoux,30,Banker,London
9,7,Dan,NA,NA,NA,NA,Beasley-Harling,36,Full-time parent,London
9,7,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,7,Karen,NA,NA,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,7,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,7,Terry,NA,NA,NA,NA,Hartill,56,Retired air steward,West Midlands
9,8,Briony,1,IN,NA,NA,Williams,33,Full-time parent,Bristol
9,8,Kim-Joy,2,IN,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,8,Rahul,5,IN,NA,NA,Mandal,30,Research scientist,Rotherham
9,8,Manon,4,OUT,NA,NA,Lagrave,26,Software project manager,London
9,8,Ruby,3,STAR BAKER,NA,NA,Bhogal,29,Project manager,London
9,8,Antony,NA,NA,NA,NA,Amourdoux,30,Banker,London
9,8,Dan,NA,NA,NA,NA,Beasley-Harling,36,Full-time parent,London
9,8,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,8,Jon,NA,NA,NA,NA,Jenkins,47,Blood courier,Newport
9,8,Karen,NA,NA,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,8,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,8,Terry,NA,NA,NA,NA,Hartill,56,Retired air steward,West Midlands
9,9,Kim-Joy,2,IN,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,9,Rahul,4,IN,NA,NA,Mandal,30,Research scientist,Rotherham
9,9,Briony,3,OUT,NA,NA,Williams,33,Full-time parent,Bristol
9,9,Ruby,1,STAR BAKER,NA,NA,Bhogal,29,Project manager,London
9,9,Antony,NA,NA,NA,NA,Amourdoux,30,Banker,London
9,9,Dan,NA,NA,NA,NA,Beasley-Harling,36,Full-time parent,London
9,9,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,9,Jon,NA,NA,NA,NA,Jenkins,47,Blood courier,Newport
9,9,Karen,NA,NA,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,9,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,9,Manon,NA,NA,NA,NA,Lagrave,26,Software project manager,London
9,9,Terry,NA,NA,NA,NA,Hartill,56,Retired air steward,West Midlands
9,10,Kim-Joy,1,Runner-up,NA,NA,Hewlett,27,Mental health specialist,Leeds
9,10,Ruby,3,Runner-up,NA,NA,Bhogal,29,Project manager,London
9,10,Rahul,2,WINNER,NA,NA,Mandal,30,Research scientist,Rotherham
9,10,Antony,NA,NA,NA,NA,Amourdoux,30,Banker,London
9,10,Briony,NA,NA,NA,NA,Williams,33,Full-time parent,Bristol
9,10,Dan,NA,NA,NA,NA,Beasley-Harling,36,Full-time parent,London
9,10,Imelda,NA,NA,NA,NA,McCarron,33,Countryside recreation officer,County Tyrone
9,10,Jon,NA,NA,NA,NA,Jenkins,47,Blood courier,Newport
9,10,Karen,NA,NA,NA,NA,Wright,60,In-store sampling assistant,Wakefield
9,10,Luke,NA,NA,NA,NA,Thompson,30,Civil servant/house and techno DJ,Sheffield
9,10,Manon,NA,NA,NA,NA,Lagrave,26,Software project manager,London
9,10,Terry,NA,NA,NA,NA,Hartill,56,Retired air steward,West Midlands
10,1,Alice,5,IN,NA,NA,Fevronia,28,Geography teacher,Essex
10,1,Amelia,4,IN,NA,NA,LeBruin,24,Fashion designer,Halifax
10,1,David,10,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,1,Helena,12,IN,NA,NA,Garcia,40,Online project manager,Leeds
10,1,Henry,1,IN,NA,NA,Bird,20,Student,Durham
10,1,Jamie,13,IN,NA,NA,Finn,20,Part-time waiter,Surrey
10,1,Michael,11,IN,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,1,Phil,8,IN,NA,NA,Thorne,56,HGV driver,Rainham
10,1,Priya,7,IN,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,1,Rosie,2,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,1,Steph,3,IN,NA,NA,Blackwell,28,Shop assistant,Chester
10,1,Dan,9,OUT,NA,NA,Chambers,32,Support worker,Rotherham
10,1,Michelle,6,STAR BAKER,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,2,Amelia,9,IN,NA,NA,LeBruin,24,Fashion designer,Halifax
10,2,David,2,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,2,Helena,12,IN,NA,NA,Garcia,40,Online project manager,Leeds
10,2,Henry,6,IN,NA,NA,Bird,20,Student,Durham
10,2,Michael,4,IN,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,2,Michelle,8,IN,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,2,Phil,3,IN,NA,NA,Thorne,56,HGV driver,Rainham
10,2,Priya,7,IN,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,2,Rosie,5,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,2,Steph,10,IN,NA,NA,Blackwell,28,Shop assistant,Chester
10,2,Jamie,11,OUT,NA,NA,Finn,20,Part-time waiter,Surrey
10,2,Alice,1,STAR BAKER,NA,NA,Fevronia,28,Geography teacher,Essex
10,2,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,3,Alice,7,IN,NA,NA,Fevronia,28,Geography teacher,Essex
10,3,David,2,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,3,Helena,8,IN,NA,NA,Garcia,40,Online project manager,Leeds
10,3,Henry,1,IN,NA,NA,Bird,20,Student,Durham
10,3,Michelle,5,IN,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,3,Phil,10,IN,NA,NA,Thorne,56,HGV driver,Rainham
10,3,Priya,4,IN,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,3,Rosie,9,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,3,Steph,3,IN,NA,NA,Blackwell,28,Shop assistant,Chester
10,3,Amelia,11,OUT,NA,NA,LeBruin,24,Fashion designer,Halifax
10,3,Michael,6,STAR BAKER,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,3,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,3,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,4,Alice,8,IN,NA,NA,Fevronia,28,Geography teacher,Essex
10,4,David,2,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,4,Helena,9,IN,NA,NA,Garcia,40,Online project manager,Leeds
10,4,Henry,3,IN,NA,NA,Bird,20,Student,Durham
10,4,Michael,7,IN,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,4,Michelle,5,IN,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,4,Priya,10,IN,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,4,Rosie,4,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,4,Phil,6,OUT,NA,NA,Thorne,56,HGV driver,Rainham
10,4,Steph,1,STAR BAKER,NA,NA,Blackwell,28,Shop assistant,Chester
10,4,Amelia,NA,NA,NA,NA,LeBruin,24,Fashion designer,Halifax
10,4,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,4,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,5,Alice,6,IN,NA,NA,Fevronia,28,Geography teacher,Essex
10,5,David,9,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,5,Henry,3,IN,NA,NA,Bird,20,Student,Durham
10,5,Michael,8,IN,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,5,Priya,2,IN,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,5,Rosie,5,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,5,Helena,1,OUT,NA,NA,Garcia,40,Online project manager,Leeds
10,5,Michelle,7,OUT,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,5,Steph,4,STAR BAKER,NA,NA,Blackwell,28,Shop assistant,Chester
10,5,Amelia,NA,NA,NA,NA,LeBruin,24,Fashion designer,Halifax
10,5,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,5,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,5,Phil,NA,NA,NA,NA,Thorne,56,HGV driver,Rainham
10,6,Alice,1,IN,NA,NA,Fevronia,28,Geography teacher,Essex
10,6,David,2,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,6,Henry,4,IN,NA,NA,Bird,20,Student,Durham
10,6,Michael,6,IN,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,6,Rosie,5,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,6,Priya,7,OUT,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,6,Steph,3,STAR BAKER,NA,NA,Blackwell,28,Shop assistant,Chester
10,6,Amelia,NA,NA,NA,NA,LeBruin,24,Fashion designer,Halifax
10,6,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,6,Helena,NA,NA,NA,NA,Garcia,40,Online project manager,Leeds
10,6,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,6,Michelle,NA,NA,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,6,Phil,NA,NA,NA,NA,Thorne,56,HGV driver,Rainham
10,7,Alice,6,IN,NA,NA,Fevronia,28,Geography teacher,Essex
10,7,David,2,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,7,Rosie,1,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,7,Steph,4,IN,NA,NA,Blackwell,28,Shop assistant,Chester
10,7,Michael,5,OUT,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,7,Henry,3,STAR BAKER,NA,NA,Bird,20,Student,Durham
10,7,Amelia,NA,NA,NA,NA,LeBruin,24,Fashion designer,Halifax
10,7,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,7,Helena,NA,NA,NA,NA,Garcia,40,Online project manager,Leeds
10,7,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,7,Michelle,NA,NA,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,7,Phil,NA,NA,NA,NA,Thorne,56,HGV driver,Rainham
10,7,Priya,NA,NA,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,8,Alice,3,IN,NA,NA,Fevronia,28,Geography teacher,Essex
10,8,David,1,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,8,Rosie,2,IN,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,8,Henry,5,OUT,NA,NA,Bird,20,Student,Durham
10,8,Steph,4,STAR BAKER,NA,NA,Blackwell,28,Shop assistant,Chester
10,8,Amelia,NA,NA,NA,NA,LeBruin,24,Fashion designer,Halifax
10,8,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,8,Helena,NA,NA,NA,NA,Garcia,40,Online project manager,Leeds
10,8,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,8,Michael,NA,NA,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,8,Michelle,NA,NA,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,8,Phil,NA,NA,NA,NA,Thorne,56,HGV driver,Rainham
10,8,Priya,NA,NA,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,9,David,2,IN,NA,NA,Atherton,36,International health adviser,Whitby
10,9,Steph,3,IN,NA,NA,Blackwell,28,Shop assistant,Chester
10,9,Rosie,1,OUT,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,9,Alice,4,STAR BAKER,NA,NA,Fevronia,28,Geography teacher,Essex
10,9,Amelia,NA,NA,NA,NA,LeBruin,24,Fashion designer,Halifax
10,9,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,9,Helena,NA,NA,NA,NA,Garcia,40,Online project manager,Leeds
10,9,Henry,NA,NA,NA,NA,Bird,20,Student,Durham
10,9,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,9,Michael,NA,NA,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,9,Michelle,NA,NA,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,9,Phil,NA,NA,NA,NA,Thorne,56,HGV driver,Rainham
10,9,Priya,NA,NA,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,10,Alice,2,Runner-up,NA,NA,Fevronia,28,Geography teacher,Essex
10,10,Steph,3,Runner-up,NA,NA,Blackwell,28,Shop assistant,Chester
10,10,David,1,WINNER,NA,NA,Atherton,36,International health adviser,Whitby
10,10,Amelia,NA,NA,NA,NA,LeBruin,24,Fashion designer,Halifax
10,10,Dan,NA,NA,NA,NA,Chambers,32,Support worker,Rotherham
10,10,Helena,NA,NA,NA,NA,Garcia,40,Online project manager,Leeds
10,10,Henry,NA,NA,NA,NA,Bird,20,Student,Durham
10,10,Jamie,NA,NA,NA,NA,Finn,20,Part-time waiter,Surrey
10,10,Michael,NA,NA,NA,NA,Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,10,Michelle,NA,NA,NA,NA,Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,10,Phil,NA,NA,NA,NA,Thorne,56,HGV driver,Rainham
10,10,Priya,NA,NA,NA,NA,O'Shea,34,Marketing consultant,Leicester
10,10,Rosie,NA,NA,NA,NA,Brandreth-Poynter,28,Veterinary surgeon,Somerset
